country,session_id,count_sess
9,20297,16
9,22356,16
9,23505,16
9,408,15
9,1718,15
9,1902,15
9,2645,15
9,3501,15
9,3716,15
9,3834,15
9,3885,15
9,3886,15
9,3963,15
9,4362,15
9,4647,15
9,5635,15
9,5808,15
9,6573,15
9,7105,15
9,7323,15
9,7881,15
9,8292,15
9,9281,15
9,9527,15
9,9911,15
9,10829,15
9,13374,15
9,13378,15
9,13649,15
9,13771,15
9,14193,15
9,14209,15
9,14337,15
9,14560,15
9,14710,15
9,14749,15
9,14849,15
9,15491,15
9,16825,15
9,17382,15
9,800,14
9,1688,14
9,2875,14
9,4176,14
9,4643,14
9,5839,14
9,6133,14
9,6928,14
9,7459,14
9,8063,14
9,8710,14
9,9214,14
9,9720,14
9,9887,14
9,10459,14
9,10490,14
9,10637,14
9,10686,14
9,10948,14
9,12506,14
9,13539,14
9,13646,14
9,14303,14
9,15039,14
9,16254,14
9,17792,14
9,18973,14
9,19088,14
9,19305,14
9,20246,14
9,20802,14
9,22281,14
9,23605,14
9,518,13
9,727,13
9,1777,13
9,2200,13
9,2392,13
9,2876,13
9,3153,13
9,3294,13
9,3366,13
9,3652,13
9,4162,13
9,4184,13
9,5014,13
9,5236,13
9,5689,13
9,6735,13
9,6955,13
9,7336,13
9,7613,13
9,7862,13
9,8503,13
9,8534,13
9,9054,13
9,9246,13
9,9597,13
9,11318,13
9,11335,13
9,12039,13
9,12471,13
9,12476,13
9,13276,13
9,14067,13
9,14930,13
9,15408,13
9,15715,13
9,16101,13
9,18102,13
9,19071,13
9,19852,13
9,20319,13
9,20817,13
9,20833,13
9,21485,13
9,21779,13
9,23041,13
9,683,12
9,876,12
9,1251,12
9,1694,12
9,1716,12
9,1731,12
9,1903,12
9,2172,12
9,3183,12
9,3330,12
9,3476,12
9,4163,12
9,5662,12
9,6489,12
9,6774,12
9,6949,12
9,7122,12
9,7201,12
9,7280,12
9,7660,12
9,7669,12
9,8162,12
9,8234,12
9,8852,12
9,8920,12
9,9058,12
9,9175,12
9,9888,12
9,10246,12
9,11107,12
9,11861,12
9,11894,12
9,12144,12
9,12492,12
9,12725,12
9,12906,12
9,12918,12
9,13691,12
9,13812,12
9,14437,12
9,15857,12
9,16058,12
9,16135,12
9,16211,12
9,16229,12
9,16527,12
9,18289,12
9,20257,12
9,20440,12
9,20634,12
9,20679,12
9,21210,12
9,21766,12
9,23062,12
9,23626,12
9,18,11
9,44,11
9,534,11
9,595,11
9,925,11
9,1248,11
9,1695,11
9,1703,11
9,2426,11
9,3676,11
9,3774,11
9,4192,11
9,4813,11
9,5199,11
9,5512,11
9,6623,11
9,6709,11
9,6728,11
9,6917,11
9,7118,11
9,7165,11
9,7311,11
9,7842,11
9,7898,11
9,8079,11
9,8207,11
9,8404,11
9,8680,11
9,8878,11
9,9259,11
9,9261,11
9,10212,11
9,10332,11
9,10665,11
9,10993,11
9,13357,11
9,13358,11
9,13367,11
9,15119,11
9,15217,11
9,15615,11
9,15866,11
9,15869,11
9,16011,11
9,16549,11
9,17183,11
9,18461,11
9,18481,11
9,18672,11
9,18692,11
9,19107,11
9,19514,11
9,19851,11
9,20360,11
9,20896,11
9,21472,11
9,22214,11
9,22567,11
9,23073,11
9,23531,11
9,23840,11
9,119,10
9,2043,10
9,2152,10
9,2203,10
9,2928,10
9,2967,10
9,3184,10
9,3745,10
9,3917,10
9,3961,10
9,3991,10
9,4224,10
9,4342,10
9,4793,10
9,5027,10
9,5229,10
9,5463,10
9,5645,10
9,6370,10
9,6392,10
9,6603,10
9,6756,10
9,7610,10
9,7648,10
9,7848,10
9,8039,10
9,8069,10
9,9277,10
9,9634,10
9,9728,10
9,10265,10
9,10295,10
9,11087,10
9,11363,10
9,11524,10
9,11859,10
9,12687,10
9,12881,10
9,13219,10
9,13851,10
9,13856,10
9,13866,10
9,14025,10
9,14053,10
9,14238,10
9,14566,10
9,14737,10
9,14934,10
9,15035,10
9,16031,10
9,16235,10
9,16415,10
9,16851,10
9,18474,10
9,18495,10
9,18979,10
9,19274,10
9,19276,10
9,19505,10
9,19865,10
9,20372,10
9,20447,10
9,23212,10
9,23622,10
9,8,9
9,441,9
9,578,9
9,594,9
9,910,9
9,1268,9
9,1483,9
9,1661,9
9,1666,9
9,1685,9
9,2068,9
9,2417,9
9,2592,9
9,2596,9
9,3288,9
9,3525,9
9,3744,9
9,3980,9
9,4159,9
9,5227,9
9,6138,9
9,6544,9
9,6692,9
9,6976,9
9,7248,9
9,7324,9
9,7346,9
9,7453,9
9,7455,9
9,7466,9
9,7523,9
9,8050,9
9,8248,9
9,8253,9
9,8826,9
9,9021,9
9,9389,9
9,9956,9
9,9964,9
9,10022,9
9,10047,9
9,10247,9
9,10446,9
9,10628,9
9,10805,9
9,10984,9
9,11105,9
9,11733,9
9,12328,9
9,12677,9
9,13688,9
9,14010,9
9,14012,9
9,14057,9
9,14356,9
9,14429,9
9,14968,9
9,15325,9
9,16078,9
9,16764,9
9,17185,9
9,17769,9
9,17798,9
9,18449,9
9,18831,9
9,19688,9
9,20258,9
9,21007,9
9,21610,9
9,21619,9
9,21887,9
9,21964,9
9,22113,9
9,22859,9
9,22895,9
9,23339,9
9,23442,9
9,197,8
9,307,8
9,380,8
9,425,8
9,1404,8
9,1876,8
9,1904,8
9,2329,8
9,2500,8
9,2847,8
9,2859,8
9,2880,8
9,3270,8
9,3329,8
9,3343,8
9,3614,8
9,3749,8
9,3937,8
9,3938,8
9,4397,8
9,4631,8
9,4633,8
9,4669,8
9,4798,8
9,5472,8
9,6507,8
9,6522,8
9,6558,8
9,6835,8
9,6844,8
9,6943,8
9,7343,8
9,7454,8
9,8407,8
9,9275,8
9,9411,8
9,9447,8
9,9448,8
9,9623,8
9,10020,8
9,10280,8
9,10499,8
9,10523,8
9,10620,8
9,11130,8
9,11334,8
9,11404,8
9,11566,8
9,12044,8
9,12217,8
9,12470,8
9,12914,8
9,13162,8
9,13222,8
9,13224,8
9,13227,8
9,13351,8
9,13497,8
9,13888,8
9,13907,8
9,14178,8
9,14186,8
9,14214,8
9,14217,8
9,14218,8
9,14413,8
9,14939,8
9,15166,8
9,15573,8
9,15600,8
9,15738,8
9,15788,8
9,15856,8
9,16225,8
9,16240,8
9,16258,8
9,16440,8
9,16699,8
9,16770,8
9,16813,8
9,17631,8
9,18972,8
9,19112,8
9,19702,8
9,19850,8
9,19879,8
9,20018,8
9,20103,8
9,20134,8
9,20286,8
9,20446,8
9,20842,8
9,21045,8
9,21046,8
9,21905,8
9,21916,8
9,22086,8
9,22866,8
9,23099,8
9,23367,8
9,23565,8
9,23826,8
9,17,7
9,40,7
9,120,7
9,337,7
9,411,7
9,520,7
9,908,7
9,924,7
9,1265,7
9,1290,7
9,1349,7
9,1357,7
9,1659,7
9,1717,7
9,2409,7
9,2926,7
9,2932,7
9,2968,7
9,3127,7
9,3191,7
9,3757,7
9,3943,7
9,3952,7
9,4369,7
9,4412,7
9,4557,7
9,4581,7
9,5034,7
9,5457,7
9,5852,7
9,6129,7
9,6154,7
9,6302,7
9,6542,7
9,6726,7
9,6899,7
9,6968,7
9,7470,7
9,7640,7
9,8099,7
9,8223,7
9,8675,7
9,8848,7
9,8877,7
9,8901,7
9,9111,7
9,9283,7
9,9383,7
9,9413,7
9,9415,7
9,9900,7
9,10065,7
9,10218,7
9,10281,7
9,10289,7
9,10302,7
9,10590,7
9,10804,7
9,10823,7
9,11552,7
9,11790,7
9,11802,7
9,12475,7
9,13002,7
9,13026,7
9,13653,7
9,13741,7
9,13836,7
9,13850,7
9,14174,7
9,14438,7
9,14553,7
9,14735,7
9,15189,7
9,15214,7
9,15242,7
9,15293,7
9,15737,7
9,16010,7
9,16081,7
9,16420,7
9,17018,7
9,17026,7
9,17334,7
9,17505,7
9,17513,7
9,17533,7
9,17677,7
9,17815,7
9,18273,7
9,18298,7
9,19097,7
9,19271,7
9,19273,7
9,19277,7
9,19484,7
9,19999,7
9,20273,7
9,20494,7
9,20673,7
9,21087,7
9,21144,7
9,21427,7
9,21899,7
9,21900,7
9,21921,7
9,21965,7
9,22493,7
9,23034,7
9,23213,7
9,23828,7
9,397,6
9,423,6
9,443,6
9,444,6
9,464,6
9,503,6
9,504,6
9,537,6
9,586,6
9,750,6
9,921,6
9,927,6
9,1178,6
9,1238,6
9,1710,6
9,1719,6
9,1739,6
9,1874,6
9,1875,6
9,1905,6
9,1928,6
9,2121,6
9,2165,6
9,2184,6
9,2198,6
9,2225,6
9,2234,6
9,2390,6
9,2769,6
9,2846,6
9,2860,6
9,2905,6
9,2927,6
9,2955,6
9,3151,6
9,3295,6
9,3490,6
9,3494,6
9,3518,6
9,4185,6
9,4383,6
9,4401,6
9,4419,6
9,4476,6
9,4578,6
9,4585,6
9,4603,6
9,4648,6
9,5050,6
9,5149,6
9,5334,6
9,5450,6
9,5479,6
9,5657,6
9,5865,6
9,5921,6
9,6011,6
9,6120,6
9,6515,6
9,6519,6
9,6534,6
9,6652,6
9,6721,6
9,6956,6
9,7077,6
9,7325,6
9,7442,6
9,7591,6
9,7629,6
9,7767,6
9,7868,6
9,7870,6
9,7873,6
9,8077,6
9,8419,6
9,8528,6
9,8668,6
9,8672,6
9,8676,6
9,9002,6
9,9109,6
9,9262,6
9,9274,6
9,9276,6
9,9439,6
9,9476,6
9,9632,6
9,9735,6
9,9877,6
9,10083,6
9,10088,6
9,10646,6
9,10827,6
9,11116,6
9,11161,6
9,11182,6
9,11516,6
9,11601,6
9,11699,6
9,11739,6
9,11885,6
9,11918,6
9,12138,6
9,12310,6
9,12315,6
9,13110,6
9,13831,6
9,14013,6
9,14253,6
9,14350,6
9,14556,6
9,14753,6
9,14791,6
9,14943,6
9,14955,6
9,15218,6
9,15337,6
9,15672,6
9,16232,6
9,16248,6
9,16680,6
9,17027,6
9,17256,6
9,17354,6
9,17546,6
9,17663,6
9,17681,6
9,17933,6
9,17936,6
9,18098,6
9,19005,6
9,19099,6
9,20101,6
9,20106,6
9,20251,6
9,20469,6
9,20656,6
9,20692,6
9,20810,6
9,21182,6
9,21334,6
9,21341,6
9,21593,6
9,21935,6
9,21945,6
9,22231,6
9,22363,6
9,22623,6
9,23352,6
9,6,5
9,27,5
9,63,5
9,96,5
9,484,5
9,489,5
9,661,5
9,897,5
9,928,5
9,1242,5
9,1466,5
9,1662,5
9,1664,5
9,1704,5
9,1850,5
9,1867,5
9,1910,5
9,2019,5
9,2134,5
9,2173,5
9,2179,5
9,2185,5
9,2199,5
9,2414,5
9,2604,5
9,2663,5
9,2806,5
9,2842,5
9,2878,5
9,2924,5
9,3110,5
9,3506,5
9,3651,5
9,3677,5
9,4117,5
9,4164,5
9,4197,5
9,4324,5
9,4660,5
9,4815,5
9,4820,5
9,4930,5
9,5002,5
9,5225,5
9,5267,5
9,5427,5
9,5452,5
9,5649,5
9,5653,5
9,5719,5
9,5806,5
9,5941,5
9,5976,5
9,6001,5
9,6139,5
9,6164,5
9,6697,5
9,6727,5
9,6745,5
9,6924,5
9,6927,5
9,7123,5
9,7191,5
9,7458,5
9,7668,5
9,7863,5
9,8664,5
9,8665,5
9,8678,5
9,8764,5
9,8875,5
9,8880,5
9,9040,5
9,9046,5
9,9237,5
9,9293,5
9,9302,5
9,9901,5
9,9955,5
9,10048,5
9,10080,5
9,10120,5
9,10519,5
9,10605,5
9,10768,5
9,10818,5
9,11154,5
9,11178,5
9,11331,5
9,11512,5
9,11738,5
9,11815,5
9,11977,5
9,12045,5
9,12052,5
9,12133,5
9,12139,5
9,12596,5
9,13074,5
9,13092,5
9,13344,5
9,13355,5
9,13371,5
9,13426,5
9,13434,5
9,13472,5
9,13474,5
9,13868,5
9,14172,5
9,14423,5
9,14792,5
9,14956,5
9,15308,5
9,15321,5
9,15352,5
9,15482,5
9,15704,5
9,15846,5
9,16045,5
9,16060,5
9,16693,5
9,16694,5
9,16707,5
9,17019,5
9,18248,5
9,18389,5
9,18443,5
9,19127,5
9,19330,5
9,19354,5
9,19426,5
9,19468,5
9,19654,5
9,20659,5
9,21436,5
9,21460,5
9,21527,5
9,21553,5
9,21944,5
9,22276,5
9,22474,5
9,22501,5
9,22654,5
9,22702,5
9,23391,5
9,23823,5
9,23915,5
9,22,4
9,51,4
9,84,4
9,103,4
9,340,4
9,344,4
9,439,4
9,477,4
9,511,4
9,519,4
9,541,4
9,671,4
9,788,4
9,865,4
9,901,4
9,1206,4
9,1474,4
9,1708,4
9,1849,4
9,1947,4
9,2143,4
9,2150,4
9,2164,4
9,2217,4
9,2263,4
9,2360,4
9,2383,4
9,2648,4
9,2690,4
9,2791,4
9,2810,4
9,3042,4
9,3109,4
9,3157,4
9,3289,4
9,3318,4
9,3477,4
9,3524,4
9,3875,4
9,3878,4
9,3926,4
9,3962,4
9,4198,4
9,4291,4
9,4428,4
9,4503,4
9,4602,4
9,4608,4
9,4632,4
9,4822,4
9,5247,4
9,5426,4
9,5442,4
9,5445,4
9,5447,4
9,5465,4
9,5655,4
9,5764,4
9,5807,4
9,5822,4
9,5950,4
9,5993,4
9,6309,4
9,6328,4
9,6403,4
9,6695,4
9,6714,4
9,6723,4
9,6751,4
9,6785,4
9,6877,4
9,6902,4
9,6938,4
9,6969,4
9,7058,4
9,7190,4
9,7235,4
9,7432,4
9,7473,4
9,7639,4
9,7903,4
9,8057,4
9,8263,4
9,8387,4
9,8524,4
9,8543,4
9,8671,4
9,8683,4
9,8688,4
9,8830,4
9,8858,4
9,8883,4
9,9245,4
9,9260,4
9,9263,4
9,9367,4
9,9566,4
9,9616,4
9,9750,4
9,9840,4
9,9892,4
9,9903,4
9,10060,4
9,10071,4
9,10104,4
9,10290,4
9,10411,4
9,10502,4
9,10820,4
9,11518,4
9,11878,4
9,11892,4
9,11930,4
9,11931,4
9,12049,4
9,12272,4
9,12285,4
9,12303,4
9,12474,4
9,12490,4
9,12644,4
9,12731,4
9,12875,4
9,13076,4
9,13486,4
9,13561,4
9,13882,4
9,14171,4
9,14233,4
9,14580,4
9,14585,4
9,14703,4
9,14727,4
9,14730,4
9,14987,4
9,15138,4
9,15319,4
9,15349,4
9,15373,4
9,15423,4
9,15462,4
9,15861,4
9,15867,4
9,15892,4
9,15898,4
9,15928,4
9,16059,4
9,16437,4
9,16449,4
9,16676,4
9,16795,4
9,16819,4
9,16849,4
9,17012,4
9,17174,4
9,17515,4
9,17653,4
9,17924,4
9,17955,4
9,18167,4
9,18489,4
9,18887,4
9,19090,4
9,19254,4
9,19672,4
9,19866,4
9,20080,4
9,20081,4
9,20102,4
9,20275,4
9,20444,4
9,20635,4
9,21038,4
9,21065,4
9,21198,4
9,21438,4
9,21615,4
9,21625,4
9,21869,4
9,22116,4
9,22652,4
9,22694,4
9,22879,4
9,23506,4
9,53,3
9,116,3
9,392,3
9,437,3
9,440,3
9,495,3
9,538,3
9,804,3
9,923,3
9,962,3
9,976,3
9,995,3
9,1021,3
9,1252,3
9,1283,3
9,1526,3
9,1698,3
9,1701,3
9,1734,3
9,1878,3
9,1950,3
9,1951,3
9,1956,3
9,2148,3
9,2178,3
9,2332,3
9,2391,3
9,2408,3
9,2416,3
9,2451,3
9,2601,3
9,2662,3
9,2874,3
9,2888,3
9,2901,3
9,2939,3
9,3082,3
9,3114,3
9,3152,3
9,3608,3
9,3755,3
9,3756,3
9,3761,3
9,3968,3
9,3986,3
9,4140,3
9,4167,3
9,4186,3
9,4200,3
9,4409,3
9,4814,3
9,4825,3
9,4844,3
9,5003,3
9,5007,3
9,5148,3
9,5178,3
9,5198,3
9,5446,3
9,5466,3
9,5471,3
9,5604,3
9,5646,3
9,5809,3
9,5830,3
9,5841,3
9,5991,3
9,6127,3
9,6134,3
9,6145,3
9,6253,3
9,6274,3
9,6289,3
9,6439,3
9,6502,3
9,6525,3
9,6538,3
9,6691,3
9,6725,3
9,6752,3
9,6867,3
9,6936,3
9,6973,3
9,7121,3
9,7211,3
9,7245,3
9,7309,3
9,7347,3
9,7452,3
9,7462,3
9,7534,3
9,7620,3
9,7677,3
9,7738,3
9,7818,3
9,7837,3
9,7865,3
9,7879,3
9,7897,3
9,8213,3
9,8255,3
9,8262,3
9,8367,3
9,8430,3
9,8490,3
9,8520,3
9,8670,3
9,8684,3
9,8840,3
9,8841,3
9,8844,3
9,8894,3
9,9042,3
9,9064,3
9,9596,3
9,9746,3
9,9864,3
9,9898,3
9,10082,3
9,10094,3
9,10190,3
9,10330,3
9,10509,3
9,10624,3
9,10664,3
9,10830,3
9,10894,3
9,11086,3
9,11121,3
9,11314,3
9,11332,3
9,11352,3
9,11362,3
9,11553,3
9,11660,3
9,11685,3
9,11694,3
9,11722,3
9,11858,3
9,11922,3
9,12124,3
9,12162,3
9,12175,3
9,12290,3
9,12291,3
9,12335,3
9,12390,3
9,12472,3
9,12510,3
9,12700,3
9,12705,3
9,12711,3
9,12713,3
9,12734,3
9,12849,3
9,13062,3
9,13067,3
9,13081,3
9,13085,3
9,13091,3
9,13356,3
9,13514,3
9,13661,3
9,13887,3
9,13902,3
9,14008,3
9,14032,3
9,14150,3
9,14574,3
9,14747,3
9,14783,3
9,14929,3
9,14954,3
9,14975,3
9,14977,3
9,15087,3
9,15320,3
9,15338,3
9,15496,3
9,15586,3
9,15589,3
9,15598,3
9,15700,3
9,15714,3
9,15821,3
9,15885,3
9,15913,3
9,16267,3
9,16413,3
9,16416,3
9,16447,3
9,17024,3
9,17175,3
9,17211,3
9,17355,3
9,17519,3
9,17624,3
9,17662,3
9,17778,3
9,18299,3
9,18444,3
9,18462,3
9,18569,3
9,18630,3
9,18863,3
9,19089,3
9,19193,3
9,19290,3
9,19310,3
9,19316,3
9,19450,3
9,19483,3
9,19646,3
9,19680,3
9,20008,3
9,20019,3
9,20271,3
9,20427,3
9,20428,3
9,20430,3
9,20478,3
9,20653,3
9,20691,3
9,21043,3
9,21075,3
9,21192,3
9,21321,3
9,22036,3
9,22077,3
9,22251,3
9,22482,3
9,22512,3
9,22699,3
9,23205,3
9,23644,3
9,23659,3
9,23979,3
9,25,2
9,41,2
9,95,2
9,115,2
9,338,2
9,438,2
9,496,2
9,500,2
9,535,2
9,546,2
9,571,2
9,805,2
9,807,2
9,812,2
9,851,2
9,866,2
9,888,2
9,904,2
9,913,2
9,919,2
9,1260,2
9,1270,2
9,1294,2
9,1419,2
9,1429,2
9,1502,2
9,1507,2
9,1724,2
9,1873,2
9,1886,2
9,1901,2
9,2083,2
9,2094,2
9,2117,2
9,2132,2
9,2147,2
9,2149,2
9,2160,2
9,2162,2
9,2187,2
9,2320,2
9,2358,2
9,2361,2
9,2376,2
9,2380,2
9,2447,2
9,2610,2
9,2862,2
9,2904,2
9,3081,2
9,3268,2
9,3332,2
9,3483,2
9,3497,2
9,3679,2
9,3690,2
9,3712,2
9,3717,2
9,3771,2
9,3960,2
9,3981,2
9,4328,2
9,4370,2
9,4408,2
9,4424,2
9,4432,2
9,4545,2
9,4634,2
9,4653,2
9,4966,2
9,5013,2
9,5121,2
9,5221,2
9,5410,2
9,5434,2
9,5455,2
9,5489,2
9,5632,2
9,5644,2
9,5650,2
9,5666,2
9,5829,2
9,5837,2
9,5838,2
9,5984,2
9,6002,2
9,6132,2
9,6155,2
9,6249,2
9,6266,2
9,6493,2
9,6847,2
9,6916,2
9,6926,2
9,7025,2
9,7059,2
9,7094,2
9,7095,2
9,7150,2
9,7200,2
9,7342,2
9,7457,2
9,7472,2
9,7476,2
9,7644,2
9,7814,2
9,7861,2
9,8075,2
9,8402,2
9,8510,2
9,8531,2
9,8532,2
9,8889,2
9,9009,2
9,9038,2
9,9053,2
9,9075,2
9,9113,2
9,9234,2
9,9266,2
9,9273,2
9,9286,2
9,9360,2
9,9453,2
9,9474,2
9,9593,2
9,9686,2
9,9714,2
9,9836,2
9,9894,2
9,9896,2
9,9905,2
9,10076,2
9,10084,2
9,10086,2
9,10183,2
9,10223,2
9,10244,2
9,10245,2
9,10282,2
9,10304,2
9,10305,2
9,10306,2
9,10691,2
9,10792,2
9,10800,2
9,10807,2
9,11148,2
9,11299,2
9,11355,2
9,11357,2
9,11361,2
9,11515,2
9,11530,2
9,11539,2
9,11690,2
9,11701,2
9,11731,2
9,11841,2
9,11883,2
9,12005,2
9,12055,2
9,12174,2
9,12318,2
9,12347,2
9,12480,2
9,12675,2
9,12699,2
9,12709,2
9,12763,2
9,12899,2
9,12913,2
9,12926,2
9,13073,2
9,13093,2
9,13105,2
9,13216,2
9,13313,2
9,13515,2
9,13517,2
9,13529,2
9,13650,2
9,13662,2
9,13690,2
9,13835,2
9,13875,2
9,13881,2
9,14026,2
9,14173,2
9,14195,2
9,14198,2
9,14276,2
9,14327,2
9,14344,2
9,14442,2
9,14452,2
9,14453,2
9,14728,2
9,14732,2
9,14931,2
9,14953,2
9,15114,2
9,15185,2
9,15309,2
9,15313,2
9,15353,2
9,15478,2
9,15604,2
9,15702,2
9,15706,2
9,15712,2
9,15718,2
9,16033,2
9,16057,2
9,16168,2
9,16264,2
9,16286,2
9,16443,2
9,16579,2
9,17032,2
9,17405,2
9,17683,2
9,17770,2
9,17956,2
9,18061,2
9,18075,2
9,18139,2
9,18291,2
9,18463,2
9,18696,2
9,18838,2
9,19070,2
9,19105,2
9,19222,2
9,19272,2
9,19676,2
9,19831,2
9,19998,2
9,20003,2
9,20017,2
9,20274,2
9,20421,2
9,20434,2
9,20493,2
9,20668,2
9,21239,2
9,21449,2
9,21450,2
9,21745,2
9,21946,2
9,21961,2
9,21963,2
9,22083,2
9,22109,2
9,22701,2
9,22712,2
9,23079,2
9,23357,2
9,23386,2
9,23410,2
9,23621,2
9,23854,2
9,5,1
9,11,1
9,14,1
9,46,1
9,71,1
9,78,1
9,259,1
9,272,1
9,388,1
9,389,1
9,407,1
9,410,1
9,442,1
9,543,1
9,566,1
9,576,1
9,580,1
9,599,1
9,786,1
9,790,1
9,794,1
9,861,1
9,864,1
9,869,1
9,918,1
9,929,1
9,934,1
9,935,1
9,949,1
9,960,1
9,993,1
9,994,1
9,1009,1
9,1068,1
9,1126,1
9,1142,1
9,1175,1
9,1180,1
9,1192,1
9,1212,1
9,1216,1
9,1266,1
9,1267,1
9,1269,1
9,1274,1
9,1465,1
9,1482,1
9,1506,1
9,1511,1
9,1663,1
9,1736,1
9,1859,1
9,1871,1
9,1872,1
9,1898,1
9,1922,1
9,1923,1
9,1924,1
9,1925,1
9,1930,1
9,1938,1
9,1953,1
9,2116,1
9,2123,1
9,2151,1
9,2153,1
9,2201,1
9,2202,1
9,2224,1
9,2232,1
9,2370,1
9,2425,1
9,2575,1
9,2597,1
9,2602,1
9,2623,1
9,2642,1
9,2646,1
9,2647,1
9,2664,1
9,2666,1
9,2667,1
9,2669,1
9,2691,1
9,2724,1
9,2908,1
9,2954,1
9,3108,1
9,3154,1
9,3195,1
9,3286,1
9,3293,1
9,3317,1
9,3341,1
9,3457,1
9,3691,1
9,3748,1
9,3873,1
9,3883,1
9,3890,1
9,3924,1
9,3931,1
9,3945,1
9,3965,1
9,3982,1
9,4157,1
9,4179,1
9,4196,1
9,4223,1
9,4341,1
9,4366,1
9,4396,1
9,4444,1
9,4582,1
9,4605,1
9,4777,1
9,4781,1
9,4980,1
9,4988,1
9,5005,1
9,5028,1
9,5030,1
9,5052,1
9,5138,1
9,5226,1
9,5230,1
9,5232,1
9,5248,1
9,5265,1
9,5331,1
9,5443,1
9,5451,1
9,5464,1
